鄉鎮市區,有無車位,租賃層次,總樓層數,建物型態,屋齡,坪數,建物現況格局.房,建物現況格局.廳,建物現況格局.衛,建物現況格局.隔間,有無管理組織,有無附傢俱,總額元
2,0,1,10,2,15,54,3,0,3,0,1,0,152000
2,0,1,10,2,37,72,1,0,1,0,1,0,80000
3,0,5,15,4,7,24,1,1,1,1,1,1,41000
3,0,5,15,4,10,30,2,1,1,1,1,1,56000
3,0,6,15,4,4,24,2,1,1,1,1,1,50000
3,0,12,15,4,9,30,1,1,1,1,1,1,56000
3,0,12,15,4,9,30,2,1,1,1,1,1,53000
3,0,4,15,2,10,48,3,2,2,1,0,1,65000
3,0,2,15,0,39,96,3,0,1,0,1,1,110000
3,0,12,15,0,11,78,1,0,3,1,1,0,137000
3,0,6,10,2,17,24,3,2,2,1,1,1,56000
5,0,3,15,4,8,60,2,2,2,1,1,1,62000
0,0,8,15,4,31,48,3,2,2,1,1,1,65000
0,0,3,10,2,35,54,3,2,2,1,1,1,62000
0,0,14,25,4,4,60,3,2,2,1,1,1,92000
0,0,7,10,2,32,42,4,2,2,1,1,1,74000
0,0,6,10,2,43,42,3,2,2,1,1,1,71000
0,0,4,10,2,11,66,4,2,2,1,1,1,92000
7,0,14,15,4,15,12,4,0,4,0,1,1,14000
7,0,5,15,4,15,12,3,0,3,0,1,0,14000
9,0,10,15,4,30,60,2,2,2,1,1,1,107000
8,0,6,15,3,14,12,1,1,1,1,1,1,23000
9,0,8,15,4,15,48,2,2,2,1,1,0,50000
9,0,5,15,4,39,12,1,0,1,1,1,1,17000
9,0,8,15,4,11,18,1,1,1,1,1,1,26000
9,0,36,50,0,5,90,3,0,1,0,1,0,344000
8,0,2,15,0,14,138,4,0,2,1,1,0,140000
8,0,5,10,3,6,30,1,1,1,1,1,1,68000
0,0,4,5,1,41,48,4,2,2,1,0,1,35000
0,0,8,30,4,25,78,3,2,2,1,1,0,107000
7,0,12,20,4,5,18,5,0,3,0,0,0,20000
7,0,16,20,4,5,42,3,0,1,0,0,1,35000
5,0,4,10,2,36,42,3,2,2,1,1,1,32000
5,0,8,15,4,10,24,1,1,1,1,0,1,26000
2,0,11,15,4,14,60,4,2,2,1,1,1,56000
1,0,5,10,2,8,30,2,1,1,1,1,1,41000
11,0,1,15,0,29,30,5,1,1,1,1,1,41000
4,0,10,15,4,47,42,6,0,3,1,1,1,65000
11,0,4,5,1,45,12,1,1,1,1,0,1,8000
11,0,2,5,1,15,18,2,1,1,1,0,1,14000
11,0,3,5,1,48,18,2,1,1,1,0,0,14000
4,0,9,10,2,8,18,1,1,1,1,1,1,29000
4,0,3,5,1,15,18,2,1,1,1,0,0,20000
11,0,10,15,4,15,18,2,2,1,1,0,1,14000
4,0,3,15,4,16,60,3,1,2,1,1,1,71000
1,0,8,20,4,11,24,2,1,1,1,1,1,53000
1,0,10,15,4,42,12,1,1,1,1,1,1,14000
2,0,11,15,4,12,24,2,1,1,1,1,1,35000
2,0,4,5,1,15,24,2,1,2,1,0,1,20000
2,0,11,15,0,29,60,5,2,1,1,1,0,86000
3,0,14,15,4,12,48,3,2,2,1,1,1,62000
3,0,13,15,4,15,42,2,1,2,1,1,1,53000
3,0,11,15,4,8,30,1,1,1,1,1,1,50000
3,0,10,15,4,9,30,2,1,1,1,1,1,56000
5,0,2,15,4,32,42,3,2,2,1,1,1,32000
3,0,7,10,2,7,30,1,1,1,1,1,1,50000
3,0,4,10,0,5,144,1,0,3,0,1,1,221000
3,0,3,15,4,11,24,2,1,1,1,1,1,38000
3,0,2,10,2,38,12,1,0,1,1,1,1,32000
3,0,3,10,2,38,18,1,0,1,1,1,1,32000
3,0,4,10,2,38,18,1,0,2,1,1,1,32000
3,0,4,10,2,38,12,1,0,2,1,1,1,32000
3,0,6,10,2,38,18,1,0,3,1,1,1,32000
0,0,9,10,2,30,54,4,0,4,0,0,1,41000
0,0,1,5,1,41,36,3,2,2,1,0,0,38000
0,0,6,15,4,30,48,3,2,2,1,1,1,71000
8,0,14,20,4,38,42,3,2,2,1,0,1,32000
10,0,5,5,0,26,60,5,0,1,0,0,0,92000
9,0,25,30,0,27,66,1,0,1,0,1,0,92000
8,0,2,15,0,10,126,1,1,2,1,1,1,296000
8,0,11,15,4,34,54,2,1,1,1,0,0,62000
9,0,4,10,2,6,18,2,1,1,1,0,1,26000
9,0,1,10,2,39,18,3,0,2,0,1,0,41000
9,0,1,15,4,29,30,1,0,3,0,0,1,53000
7,0,5,15,4,19,36,3,2,2,1,1,1,41000
0,0,9,10,4,28,36,3,2,2,1,1,1,59000
0,0,7,10,2,35,54,4,2,2,1,0,1,71000
0,0,3,10,2,34,48,4,2,2,1,1,1,47000
0,0,9,15,2,35,36,3,1,2,1,1,1,50000
0,0,2,15,0,13,66,3,0,4,0,1,0,122000
7,0,2,15,4,14,42,3,1,2,1,1,1,62000
5,0,1,5,1,36,36,3,2,2,1,1,1,32000
5,0,12,20,4,10,30,3,2,2,1,1,0,38000
3,0,2,5,1,27,12,1,1,1,1,1,0,14000
3,0,13,25,4,3,72,4,1,2,1,1,1,95000
3,0,11,15,4,12,42,2,1,2,1,1,1,62000
3,0,12,15,4,10,12,1,1,1,1,1,1,23000
3,0,12,15,4,10,18,1,1,1,1,1,1,23000
3,0,3,15,0,33,102,2,0,1,0,0,0,152000
3,0,13,15,4,15,42,2,2,2,1,1,1,59000
3,0,11,15,4,11,24,2,1,1,1,1,1,47000
3,0,2,10,2,8,24,2,2,1,1,1,1,44000
3,0,5,5,1,40,24,3,2,1,1,0,1,32000
5,0,4,5,2,6,30,2,1,1,1,1,1,32000
5,0,8,15,4,13,12,1,1,1,1,1,1,20000
3,0,4,5,3,13,12,1,0,1,1,1,1,17000
2,0,5,15,4,12,24,2,1,2,1,1,1,56000
2,0,2,10,2,15,18,1,1,1,1,0,1,32000
2,0,2,15,0,39,30,3,0,4,0,1,0,41000
2,0,8,20,4,33,42,3,2,2,1,1,1,41000
2,0,1,15,4,33,24,4,0,2,0,0,0,80000
1,0,13,15,4,10,36,2,2,2,1,1,1,53000
1,0,11,15,4,12,30,2,1,1,1,1,1,44000
1,0,4,10,2,8,36,2,1,1,1,1,1,50000
1,0,10,20,4,11,24,2,2,1,1,1,1,50000
5,0,6,10,2,9,48,3,2,2,1,1,0,50000
7,0,1,5,1,41,36,3,0,2,1,0,0,41000
9,0,3,5,1,15,18,2,2,1,1,0,1,17000
9,0,22,30,4,13,84,3,2,2,1,1,1,152000
9,0,3,5,1,25,12,1,0,1,1,0,1,11000
9,0,3,20,4,21,48,3,2,2,1,1,1,65000
9,0,5,15,4,14,18,2,1,1,1,1,1,32000
9,0,3,15,4,5,48,3,2,2,1,1,1,65000
9,0,5,15,4,17,120,4,2,4,1,1,1,218000
8,0,5,15,3,7,18,1,1,1,1,1,0,32000
9,0,25,50,0,5,180,1,1,2,1,1,1,653000
9,0,1,10,2,33,36,3,0,3,0,0,0,80000
9,0,1,5,1,15,30,3,2,1,1,0,1,26000
9,0,10,20,4,30,60,3,2,2,1,1,1,86000
7,0,5,5,1,43,24,2,1,1,1,0,0,17000
7,0,3,5,1,44,18,1,1,1,1,0,0,20000
0,0,9,25,4,9,198,4,2,4,1,1,1,194000
0,0,11,15,4,4,48,4,2,2,1,1,1,56000
0,0,3,5,1,34,36,3,2,2,1,0,1,29000
0,0,3,15,3,16,12,1,1,1,1,1,1,26000
0,0,4,5,1,41,36,3,2,1,1,0,0,29000
0,0,4,5,3,28,18,1,1,1,1,0,1,20000
3,0,3,5,3,15,18,1,1,1,1,0,1,17000
3,0,6,15,3,40,12,1,1,1,1,1,0,14000
3,0,4,15,3,16,12,1,1,1,1,1,1,17000
5,0,3,15,0,16,60,5,0,1,0,1,0,107000
3,0,7,10,2,37,48,4,2,2,1,1,0,38000
5,0,2,15,4,13,78,4,2,2,1,1,1,65000
3,0,5,15,4,9,42,1,1,1,1,1,1,65000
3,0,10,15,4,15,30,2,1,1,1,1,1,47000
3,0,9,15,4,10,18,1,1,1,1,1,1,35000
3,0,8,15,4,9,30,1,1,1,1,1,1,56000
3,0,4,15,4,8,30,1,1,1,1,1,1,53000
3,0,3,15,4,15,18,1,1,2,1,1,1,32000
5,0,2,15,3,11,36,1,1,1,1,1,1,32000
5,0,7,15,4,15,48,3,2,2,1,1,1,38000
3,0,7,15,4,14,30,2,1,2,1,1,1,41000
5,0,10,15,4,16,42,2,2,2,1,1,1,62000
3,0,4,10,4,8,24,2,2,2,1,1,1,38000
3,0,9,20,4,24,18,2,1,1,1,1,1,29000
3,0,10,15,4,12,54,3,2,2,1,1,1,80000
5,0,12,15,4,6,48,3,2,2,1,1,0,50000
1,0,9,15,3,14,12,1,1,1,1,1,0,23000
1,0,5,15,3,10,12,1,1,1,1,1,0,20000
1,0,3,20,0,25,186,1,0,2,0,1,0,152000
4,0,10,15,4,13,12,3,1,1,1,1,1,20000
4,0,10,15,0,17,36,3,0,4,0,0,1,80000
2,0,12,15,4,15,24,1,1,1,1,1,0,32000
2,0,7,15,4,42,54,4,1,2,1,1,0,68000
2,0,1,15,4,48,42,1,0,4,0,0,0,137000
2,0,6,15,4,36,42,2,1,2,1,1,0,44000
2,0,2,20,0,31,42,3,0,1,0,1,0,38000
2,0,2,10,2,15,48,4,2,2,1,1,1,71000
1,0,3,15,4,8,60,5,2,3,1,1,0,62000
1,0,8,10,2,8,30,2,2,1,1,1,1,47000
1,0,5,15,4,31,36,1,1,2,1,1,0,44000
3,0,8,15,4,12,30,3,2,2,1,1,0,35000
3,0,4,5,1,39,12,4,4,4,1,0,1,14000
5,0,1,10,2,21,36,3,2,2,1,1,0,35000
3,0,4,15,4,9,36,2,2,1,1,1,1,59000
3,0,6,10,2,13,30,2,2,1,1,1,1,32000
3,0,1,5,1,39,30,3,2,1,1,0,0,38000
3,0,9,20,4,10,36,3,2,1,1,1,1,59000
3,0,11,15,4,14,30,2,2,2,1,1,1,50000
3,0,6,15,4,41,12,1,1,1,1,1,1,14000
3,0,6,10,2,38,12,1,1,1,1,1,1,11000
3,0,4,10,2,12,36,4,2,2,1,1,0,47000
3,0,3,5,1,44,30,3,2,1,1,0,1,32000
7,0,4,5,1,40,42,4,2,2,1,0,0,20000
7,0,10,25,4,17,30,3,2,2,1,1,0,29000
0,0,4,15,4,12,54,3,2,2,1,1,1,89000
0,0,7,10,2,10,126,3,1,2,1,1,1,167000
8,0,5,15,4,10,24,2,1,1,1,1,0,35000
9,0,13,30,0,27,66,3,0,1,0,1,0,95000
9,0,8,15,0,34,24,3,0,4,0,1,0,32000
8,0,5,10,2,35,36,3,2,2,1,1,1,38000
9,0,8,25,0,23,36,4,0,1,0,1,1,53000
9,0,2,10,2,15,36,3,2,2,1,1,1,41000
9,0,2,15,4,10,72,1,1,3,1,1,1,110000
8,0,7,15,0,27,84,3,0,1,0,1,0,101000
8,0,15,15,4,13,30,3,2,1,1,1,1,38000
8,0,5,10,2,32,48,2,0,4,0,0,0,53000
8,0,3,20,4,11,18,3,0,1,0,1,0,29000
9,0,1,5,1,43,30,1,0,1,0,0,0,47000
7,0,3,10,2,5,60,5,2,3,1,1,1,47000
3,0,13,15,3,10,18,1,1,1,1,1,0,26000
3,0,10,15,3,37,12,1,1,1,1,1,0,14000
3,0,8,20,3,21,18,1,1,1,1,1,0,23000
5,0,4,5,1,10,42,3,2,2,1,1,0,32000
3,0,10,15,4,11,18,1,1,1,1,1,1,32000
3,0,13,15,4,11,18,1,1,1,1,1,1,41000
3,0,7,15,4,12,30,2,1,1,1,1,1,47000
3,0,6,10,3,42,12,1,1,1,1,0,1,14000
5,0,3,5,1,39,24,2,1,1,1,0,1,20000
1,0,11,15,3,12,12,1,1,1,1,1,1,20000
1,0,13,15,4,10,66,4,2,2,1,1,1,74000
1,0,2,15,4,8,42,4,2,2,1,1,1,56000
1,0,3,5,1,15,36,3,2,2,1,0,0,20000
11,0,5,5,1,36,18,1,1,1,1,0,1,17000
2,0,6,10,2,39,36,3,0,1,1,1,0,44000
2,0,1,15,4,27,24,3,0,4,0,1,0,77000
6,0,2,5,1,15,30,4,2,1,1,0,1,17000
6,0,4,5,1,40,24,2,2,1,1,0,1,14000
6,0,4,5,1,15,24,3,2,1,1,0,0,17000
6,0,3,5,1,15,36,3,2,1,1,0,1,26000
2,0,5,10,2,36,36,3,2,1,1,0,0,32000
2,0,1,5,1,15,24,2,0,1,0,0,1,14000
11,0,12,15,4,8,42,3,2,2,1,1,1,38000
1,0,8,15,4,37,36,3,1,1,1,1,1,29000
1,0,2,5,1,15,6,1,0,1,1,0,1,11000
1,0,5,5,1,53,12,3,2,1,1,0,1,11000
5,0,3,5,1,41,30,3,2,1,1,0,1,23000
3,0,6,10,2,10,36,2,1,1,1,1,1,50000
3,0,3,15,4,11,24,1,1,1,1,1,1,44000
3,0,7,20,4,4,24,2,1,1,1,1,1,56000
3,0,6,25,4,7,84,3,2,3,1,1,1,65000
3,0,6,20,4,10,24,1,1,1,1,1,1,44000
3,0,14,15,4,14,24,1,1,1,1,1,1,47000
3,0,6,10,2,19,12,3,1,1,1,1,1,23000
3,0,6,15,0,36,84,5,0,1,1,1,0,122000
3,0,9,10,0,32,66,3,0,2,1,1,0,83000
3,0,2,10,2,7,30,2,1,1,1,1,1,44000
7,0,1,25,4,8,132,4,2,2,1,1,1,212000
0,0,3,15,4,20,60,3,2,2,1,1,1,65000
0,0,8,15,4,30,42,3,2,2,1,1,1,35000
0,0,9,15,4,30,30,3,2,2,1,1,1,35000
7,0,3,5,1,41,36,3,2,2,1,0,1,17000
8,0,8,15,4,11,18,1,1,1,1,1,1,23000
10,0,9,15,0,29,336,5,0,2,0,0,1,320000
9,0,13,20,4,6,84,2,2,3,1,1,1,131000
9,0,11,15,4,12,30,2,1,2,1,1,1,47000
8,0,4,5,1,15,24,2,1,1,1,0,1,20000
8,0,4,5,1,52,42,3,2,2,1,0,0,26000
9,0,10,15,3,15,12,1,1,1,1,1,1,17000
8,0,6,15,0,27,24,4,1,2,1,1,0,29000
8,0,7,10,2,34,18,1,1,1,1,1,1,20000
8,0,6,15,4,6,30,1,1,1,1,1,1,59000
10,1,2,15,4,8,78,4,2,3,1,1,0,62000
8,0,1,5,1,47,36,3,2,2,1,0,1,53000
8,1,2,15,4,13,36,3,1,1,1,0,0,29000
0,0,3,5,1,34,30,3,2,2,1,1,1,26000
7,0,14,15,4,12,60,3,2,2,1,1,1,80000
0,0,3,10,2,34,42,3,2,2,1,1,1,56000
0,0,2,10,2,18,36,3,2,2,1,1,1,62000
3,0,6,10,2,17,30,1,2,1,1,1,1,44000
3,0,11,15,0,40,30,3,0,1,0,1,0,35000
3,0,10,25,4,7,66,3,1,2,1,1,1,80000
3,0,12,15,4,25,12,1,1,1,1,1,1,17000
3,0,6,15,4,14,24,1,1,1,1,1,1,41000
3,0,7,15,4,13,42,2,1,1,1,1,1,50000
3,0,3,15,4,42,18,1,1,1,1,1,1,23000
3,0,3,10,2,7,18,1,1,1,1,1,1,44000
3,0,12,15,4,9,30,1,1,2,1,1,1,62000
3,0,13,15,4,14,24,1,1,1,1,1,1,68000
3,0,6,10,2,15,42,4,0,2,0,0,1,65000
3,0,1,10,2,40,6,3,0,1,0,0,1,14000
5,0,17,20,4,3,78,3,2,2,1,1,0,71000
3,0,15,25,4,7,66,3,2,2,1,1,1,101000
11,0,4,5,1,45,12,1,1,1,1,0,1,8000
4,0,11,15,3,42,18,1,1,1,1,0,1,17000
4,0,7,15,3,42,12,1,1,1,1,0,1,11000
1,0,6,10,2,12,30,2,1,1,1,0,1,47000
2,0,2,5,1,15,30,3,2,2,1,0,0,35000
2,0,4,5,1,53,36,3,2,2,1,0,1,35000
2,0,6,15,0,30,78,1,0,2,0,0,0,77000
2,0,14,15,4,13,18,1,1,1,1,1,1,44000
6,0,4,10,2,3,48,3,2,2,1,0,0,29000
6,0,2,15,4,15,24,2,2,1,1,1,1,26000
2,0,10,15,0,15,84,4,0,2,0,1,0,152000
2,0,11,15,3,10,12,1,1,1,1,0,1,23000
2,0,7,10,2,5,24,2,1,1,1,0,1,44000
2,0,3,10,3,5,18,1,1,1,1,0,1,35000
2,0,6,15,4,9,24,2,2,1,1,0,1,50000
2,0,4,10,2,8,30,2,1,1,1,0,1,44000
2,0,12,15,4,36,30,2,2,1,1,1,1,38000
2,0,7,10,2,21,42,2,2,2,1,1,1,29000
2,0,5,20,0,36,54,1,1,1,1,1,0,77000
1,0,8,15,4,7,42,2,1,2,1,1,0,59000
11,0,6,10,2,26,18,2,1,1,1,0,1,17000
3,0,7,15,4,38,54,3,0,1,0,1,0,56000
5,0,3,15,4,13,66,3,2,2,1,0,1,65000
5,0,7,15,4,11,36,3,2,2,1,0,1,41000
3,0,7,15,3,4,18,1,1,1,1,0,1,32000
3,0,14,15,4,31,30,2,1,1,1,1,1,35000
3,0,4,15,4,6,60,3,2,2,1,0,1,92000
3,0,4,10,3,38,12,1,1,1,1,0,1,26000
3,0,2,10,2,37,36,1,1,2,1,0,0,35000
9,0,17,20,4,27,48,4,2,2,1,1,1,56000
9,0,25,50,0,5,180,3,0,1,0,1,1,638000
9,0,4,15,4,37,90,4,0,4,0,0,1,140000
9,0,17,20,4,11,30,2,1,1,1,1,1,68000
9,0,17,20,4,11,30,2,1,1,1,0,1,68000
9,0,18,20,4,11,30,2,1,1,1,0,1,62000
9,0,16,20,4,14,30,2,1,1,1,1,1,62000
9,0,6,20,4,11,30,1,1,1,1,1,1,62000
9,0,8,15,0,34,54,5,1,1,1,1,1,71000
9,0,1,10,2,28,36,4,2,2,1,1,1,56000
9,0,13,20,0,30,42,5,0,4,0,1,0,65000
10,0,8,15,0,14,42,1,1,1,1,1,0,44000
10,0,3,20,0,25,18,4,0,1,0,1,0,8000
0,1,9,15,4,22,72,4,2,2,1,0,1,107000
0,0,5,30,4,25,72,3,2,2,1,1,1,2e+05
0,0,9,15,4,13,48,4,2,2,1,1,1,56000
7,0,7,10,2,13,66,4,1,2,1,1,1,65000
7,0,5,10,2,35,66,3,2,3,1,0,1,32000
7,0,11,20,4,17,48,3,1,2,1,1,1,53000
0,1,20,25,4,4,60,4,2,2,1,0,0,101000
7,0,2,5,1,45,30,3,0,1,0,0,0,32000
7,0,2,5,1,39,36,3,2,1,1,0,1,20000
7,0,3,10,2,42,18,2,1,1,1,1,1,20000
5,0,3,5,2,15,54,3,2,2,1,1,1,41000
3,0,9,15,4,44,48,2,1,2,1,1,0,56000
5,0,1,15,4,7,30,4,0,2,0,0,0,32000
3,0,6,10,2,8,24,2,1,1,1,1,1,44000
3,0,3,15,4,9,30,1,1,1,1,1,1,59000
3,0,16,20,4,34,42,1,1,2,1,1,1,41000
5,0,4,15,4,4,30,2,1,1,1,1,1,44000
3,0,10,15,4,14,18,2,1,1,1,1,1,47000
4,0,5,10,2,13,54,2,2,2,1,0,1,53000
4,0,9,15,0,37,60,5,0,4,1,1,0,110000
2,0,4,15,0,15,72,3,0,1,0,1,0,140000
2,0,2,10,2,15,48,3,2,2,1,1,0,38000
2,0,2,10,2,15,42,3,2,2,1,1,0,38000
2,0,-1,10,2,39,78,4,1,3,1,0,0,86000
4,0,1,10,2,30,96,3,0,1,0,0,0,62000
4,0,9,15,3,15,12,1,1,1,1,0,1,20000
2,0,3,10,3,5,18,1,1,1,1,0,1,35000
2,0,2,10,2,5,24,2,1,1,1,0,1,41000
2,0,16,45,0,27,246,20,0,1,1,1,1,731000
1,0,4,10,2,12,30,2,2,2,1,1,1,41000
3,0,15,15,4,12,60,2,2,2,1,1,1,77000
3,0,8,15,2,43,30,4,0,3,0,0,0,41000
5,0,1,5,2,3,36,3,2,2,1,1,1,47000
3,0,8,15,4,34,36,3,2,2,1,0,1,47000
3,0,12,15,3,4,24,1,1,1,1,0,1,35000
3,0,8,10,2,16,48,3,2,2,1,0,1,86000
3,0,12,15,3,10,18,1,1,1,1,1,1,35000
3,0,13,15,4,9,24,1,2,1,1,1,1,35000
7,0,1,5,1,42,30,5,0,4,0,0,0,35000
0,0,6,10,2,32,48,3,2,2,1,1,1,71000
0,0,10,15,4,12,36,2,1,1,1,1,1,71000
8,0,8,15,0,34,612,3,0,2,0,1,0,1223000
7,0,2,5,1,51,18,1,2,1,1,0,1,14000
3,0,12,15,4,16,18,1,1,1,1,1,1,32000
3,0,13,15,4,9,30,2,1,1,1,1,1,56000
5,0,4,5,1,34,42,3,2,2,1,0,1,23000
1,1,7,15,4,13,54,3,2,2,1,1,0,44000
2,0,4,10,2,15,42,2,2,2,1,0,1,62000
2,0,1,5,1,15,42,3,0,1,0,1,0,71000
9,0,1,5,1,15,30,4,0,1,0,0,0,68000
9,0,5,15,4,6,36,2,1,1,1,1,1,53000
3,0,7,15,4,10,30,1,1,1,1,1,1,44000
3,0,14,15,4,12,24,1,1,1,1,1,1,35000
1,0,8,20,4,11,24,2,1,2,1,1,1,53000
1,0,8,20,4,11,30,2,2,2,1,1,1,59000
4,0,6,10,0,15,24,1,1,1,1,1,1,26000
4,0,9,10,0,39,18,2,0,1,0,1,1,20000
4,0,4,10,0,39,18,2,0,4,0,1,1,23000
4,0,10,10,0,39,24,2,0,2,0,1,1,23000
4,0,4,10,0,15,24,3,0,1,0,1,1,23000
2,0,1,15,4,34,60,3,0,1,0,1,0,137000
6,0,2,5,1,15,30,2,2,2,1,0,1,20000
5,0,7,10,2,11,72,5,2,3,1,1,0,56000
3,0,6,15,3,12,24,1,1,1,1,1,1,23000
9,0,1,5,1,37,30,3,0,1,0,0,0,92000
9,0,4,15,4,16,12,1,1,1,1,1,1,23000
0,0,9,15,4,39,60,3,2,2,1,1,1,62000
0,0,9,10,2,30,36,3,2,2,1,1,1,26000
0,0,11,30,4,25,78,3,2,2,1,1,1,107000
0,0,3,5,1,50,24,2,2,1,1,0,1,17000
8,0,12,15,4,14,72,4,2,2,1,1,1,50000
8,0,5,10,2,33,48,4,2,2,1,1,0,41000
9,0,6,15,4,13,30,2,2,1,1,0,1,50000
8,0,3,5,1,15,24,3,2,1,1,0,1,29000
9,0,15,20,4,12,18,1,1,1,1,1,1,26000
9,0,3,30,0,27,36,1,1,4,1,1,0,44000
5,0,2,5,1,3,36,2,2,1,1,1,0,38000
3,0,8,15,4,31,42,3,2,2,1,1,0,41000
3,0,8,15,4,13,18,1,1,1,1,1,1,26000
3,0,4,10,2,8,18,2,2,2,1,0,1,41000
3,0,9,15,4,16,36,2,1,1,1,1,1,50000
5,0,1,5,1,35,36,3,0,1,0,0,0,56000
5,0,1,10,2,28,54,1,0,4,0,0,0,47000
5,0,2,10,2,11,24,2,2,1,1,1,1,29000
5,0,5,15,0,11,48,2,2,2,1,1,1,47000
5,0,4,5,1,40,30,3,2,1,1,1,1,26000
3,0,3,15,4,35,42,2,2,2,1,1,0,38000
4,0,4,15,4,38,48,5,1,2,1,1,0,56000
6,0,15,25,3,24,18,3,1,1,1,1,1,14000
4,0,7,10,2,7,30,2,2,2,1,0,1,38000
6,0,2,15,4,4,42,2,2,1,1,0,1,29000
2,0,7,10,2,33,96,7,2,3,1,1,0,92000
2,0,12,15,4,15,60,2,1,2,1,1,1,86000
2,0,2,10,2,15,24,3,2,1,1,0,1,41000
2,0,4,10,3,5,18,1,1,1,1,0,1,32000
2,0,4,5,1,15,36,3,2,2,1,0,1,35000
2,0,7,5,3,5,18,1,1,1,1,0,1,32000
2,0,6,10,2,19,54,4,2,2,1,1,1,89000
4,0,1,15,0,32,6,5,0,1,0,0,0,20000
11,0,2,15,4,12,24,2,2,1,1,1,1,38000
1,0,6,10,2,8,42,2,1,2,1,1,1,56000
4,0,3,10,2,32,48,3,1,2,1,1,1,65000
1,0,10,15,4,13,30,2,2,1,1,1,1,38000
11,0,6,15,4,9,36,3,1,2,1,1,1,50000
4,0,1,5,1,53,36,4,2,2,1,0,1,35000
2,0,5,10,4,15,42,3,2,2,1,1,1,44000
2,0,2,15,4,15,66,4,2,2,1,1,1,92000
2,0,3,15,0,15,48,3,0,3,0,1,0,62000
2,0,12,15,0,15,30,2,0,1,0,1,0,47000
2,0,10,15,3,49,24,1,1,1,1,1,1,41000
2,0,4,5,1,35,30,3,2,2,1,0,1,32000
4,0,1,20,4,4,30,1,0,1,1,0,0,89000
4,0,1,20,4,4,84,3,0,2,1,0,0,176000
3,0,10,10,2,11,42,1,2,2,1,1,1,56000
3,0,10,10,2,11,42,1,2,2,1,1,1,56000
3,0,8,10,2,10,36,2,1,1,1,1,0,50000
3,0,9,15,0,39,144,4,0,2,0,1,0,161000
3,0,2,15,0,17,78,3,0,3,0,1,0,110000
3,0,2,15,4,10,78,4,2,2,1,1,1,101000
3,0,2,15,4,11,18,1,1,1,1,1,1,32000
3,0,9,15,4,20,48,3,2,2,1,1,0,29000
3,0,6,15,0,36,54,5,0,2,0,1,0,80000
5,0,13,20,4,6,84,3,2,4,1,1,1,95000
8,0,9,15,4,12,18,1,1,1,1,1,1,35000
8,0,5,5,1,25,54,3,2,2,1,1,1,47000
10,1,13,15,4,9,30,3,2,2,1,1,1,41000
10,1,5,15,4,8,42,3,2,2,1,1,1,53000
9,0,9,15,0,14,30,3,0,2,0,1,0,38000
9,0,10,15,4,15,12,4,0,1,0,1,1,26000
9,0,10,15,4,15,12,3,0,3,0,1,1,26000
0,0,5,10,2,39,54,3,2,2,1,1,1,62000
0,0,9,15,0,35,54,4,0,4,0,1,1,47000
7,0,6,15,4,15,66,5,2,3,1,1,1,50000
0,0,3,10,2,38,42,3,2,2,1,1,1,65000
0,0,12,15,4,12,36,2,2,1,1,1,1,65000
0,0,11,15,4,15,66,3,2,2,1,1,1,95000
0,0,7,10,2,38,48,3,2,2,1,1,1,62000
7,0,4,15,4,12,60,4,2,2,1,1,1,62000
7,0,10,15,0,15,24,2,2,2,1,1,1,32000
0,0,10,15,4,12,36,2,2,1,1,1,1,65000
7,0,12,15,4,10,72,3,2,2,1,1,1,86000
0,0,3,10,2,18,54,3,2,2,1,1,1,65000
9,0,6,15,4,20,66,4,2,2,1,1,1,62000
3,0,6,15,4,9,24,1,2,1,1,1,1,44000
3,0,6,15,3,15,18,1,1,1,1,1,1,32000
3,0,6,10,3,43,18,1,1,1,1,1,1,32000
3,0,8,15,4,10,30,1,1,2,1,1,1,47000
3,0,11,15,3,11,24,1,1,1,1,1,1,41000
3,0,10,15,4,11,24,2,1,1,1,1,1,56000
3,0,6,10,2,3,30,1,2,1,1,1,1,68000
3,0,8,15,4,11,30,2,1,1,1,1,1,32000
3,0,5,15,3,14,36,1,1,1,1,1,1,47000
3,0,7,20,4,4,54,2,2,2,1,1,1,92000
4,0,4,10,2,10,42,2,2,2,1,1,1,56000
4,0,1,10,2,28,42,4,0,4,0,1,1,47000
4,0,1,5,1,34,102,3,0,1,0,0,0,104000
4,0,7,20,4,3,54,3,2,2,1,0,1,65000
2,0,5,15,4,21,48,4,2,2,1,1,1,50000
2,0,8,15,4,7,48,3,2,2,1,1,1,80000
2,0,5,15,4,39,24,3,0,1,0,0,1,29000
2,0,4,15,4,9,48,2,1,2,1,1,1,62000
2,0,6,10,2,34,60,4,2,3,1,1,1,71000
2,0,12,15,0,29,96,2,0,1,0,1,0,107000
2,0,7,15,0,15,42,3,0,2,1,1,1,38000
1,0,1,5,1,34,54,1,0,2,0,0,1,44000
1,0,5,15,4,9,30,2,2,1,1,1,1,41000
1,0,17,20,4,11,30,2,2,1,1,1,1,59000
1,0,4,15,4,8,60,5,2,3,1,1,0,68000
1,0,11,15,3,12,18,1,1,1,1,1,1,23000
4,0,9,15,4,14,30,1,2,1,1,1,1,62000
1,0,11,15,4,7,36,2,2,2,1,1,1,62000
11,0,22,30,4,4,36,2,2,1,1,1,1,50000
2,0,5,15,4,38,66,4,0,1,0,1,0,80000
2,0,4,15,4,12,150,3,2,4,1,1,1,2e+05
